model_id,model_type,scaling,features,n_features,silhouette_score,log_likelihood,window_size,step_size,n_mixtures,n_factors
GMMHMM_none_Returns+pct_Range+fg+pct_fg+pct_RSI_109,GMMHMM,none,Returns+pct_Range+fg+pct_fg+pct_RSI,5,0.3020069069564766,-10806.82536146726,,,3.0,
HierarchicalHMM_4factors_none_Returns+Range+pct_Range+fg+pct_fg_199,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_fg,5,0.30093547732408554,-8739.39929410299,,,,4.0
HierarchicalHMM_4factors_none_Returns+Range+pct_Range+fg+pct_RSI_207,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_RSI,5,0.30078906339558503,-8513.545668540268,,,,4.0
HierarchicalHMM_4factors_none_Returns+Range+pct_Range+pct_fg+pct_RSI_215,HierarchicalHMM,none,Returns+Range+pct_Range+pct_fg+pct_RSI,5,0.3007454370349855,-8668.26703333485,,,,4.0
HierarchicalHMM_4factors_none_Returns+Range+fg+pct_fg+pct_RSI_227,HierarchicalHMM,none,Returns+Range+fg+pct_fg+pct_RSI,5,0.3000972076210896,-8350.622412997816,,,,4.0
StandardHMM_none_Returns+pct_RSI_12,StandardHMM,none,Returns+pct_RSI,2,0.2992440858008001,8536.23584091445,,,,
StandardHMM_none_pct_Range+RSI+pct_RSI_58,StandardHMM,none,pct_Range+RSI+pct_RSI,3,0.2984576955157165,-7821.492459186697,,,,
StandardHMM_none_Range+pct_fg+RSI+pct_RSI_92,StandardHMM,none,Range+pct_fg+RSI+pct_RSI,4,0.2981974241202325,31.59837164717019,,,,
GMMHMM_none_pct_Range+RSI+pct_RSI_58,GMMHMM,none,pct_Range+RSI+pct_RSI,3,0.29794185236213677,-6695.732168488433,,,3.0,
HierarchicalHMM_1factors_robust_pct_Range+fg_331,HierarchicalHMM,robust,pct_Range+fg,2,0.29790512710964995,-1804.3995154347617,,,,1.0
HierarchicalHMM_5factors_none_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_299,HierarchicalHMM,none,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,0.29682357870512743,-10871.73240972018,,,,5.0
StandardHMM_none_Returns+RSI+pct_RSI_42,StandardHMM,none,Returns+RSI+pct_RSI,3,0.2965517608183505,1168.3291409034903,,,,
HierarchicalHMM_3factors_none_Returns+Range+fg+pct_fg+RSI_222,HierarchicalHMM,none,Returns+Range+fg+pct_fg+RSI,5,0.2956846178727534,-6493.559715764873,,,,3.0
GMMHMM_none_Returns+Range+RSI_31,GMMHMM,none,Returns+Range+RSI,3,0.29561437611972835,-6337.572467396779,,,3.0,
HierarchicalHMM_2factors_none_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_316,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,0.29543799166054174,-4280.789102789792,,,,2.0
HierarchicalHMM_5factors_none_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_289,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,0.29539523126003536,-10692.458057610605,,,,5.0
HierarchicalHMM_4factors_none_Returns+pct_Range+fg+pct_fg+pct_RSI_243,HierarchicalHMM,none,Returns+pct_Range+fg+pct_fg+pct_RSI,5,0.29537220628212896,-8881.248493791823,,,,4.0
HierarchicalHMM_3factors_none_Range+pct_Range+pct_fg+pct_RSI_165,HierarchicalHMM,none,Range+pct_Range+pct_fg+pct_RSI,4,0.2944540556109761,-6801.90727776637,,,,3.0
StandardHMM_none_Returns+pct_Range+RSI+pct_RSI_78,StandardHMM,none,Returns+pct_Range+RSI+pct_RSI,4,0.29428304510993913,-1279.503388588718,,,,
HierarchicalHMM_4factors_none_Returns+fg+pct_fg+RSI+pct_RSI_255,HierarchicalHMM,none,Returns+fg+pct_fg+RSI+pct_RSI,5,0.2942410090439016,-9065.134173371853,,,,4.0
HierarchicalHMM_3factors_none_Returns+Range+fg+RSI_108,HierarchicalHMM,none,Returns+Range+fg+RSI,4,0.2940540842535747,-6584.227230578784,,,,3.0
StandardHMM_none_fg+pct_fg+pct_RSI_60,StandardHMM,none,fg+pct_fg+pct_RSI,3,0.2940255137664185,-5126.304397668384,,,,
HierarchicalHMM_1factors_robust_pct_Range+RSI_333,HierarchicalHMM,robust,pct_Range+RSI,2,0.29392130211225426,-1816.2296231616974,,,,1.0
GMMHMM_none_fg+pct_fg+pct_RSI_60,GMMHMM,none,fg+pct_fg+pct_RSI,3,0.2938477061075432,-6974.327216369516,,,3.0,
HierarchicalHMM_4factors_none_Range+pct_Range+fg+RSI+pct_RSI_267,HierarchicalHMM,none,Range+pct_Range+fg+RSI+pct_RSI,5,0.29346209300561454,-9082.83805040205,,,,4.0
StandardHMM_robust_Returns+Range+pct_Range+pct_fg+pct_RSI_229,StandardHMM,robust,Returns+Range+pct_Range+pct_fg+pct_RSI,5,0.29314912343834937,-11309.238492254146,,,,
GMMHMM_robust_Returns+Range+pct_Range+pct_fg+pct_RSI_229,GMMHMM,robust,Returns+Range+pct_Range+pct_fg+pct_RSI,5,0.29314912343834937,-11309.238492254126,,,3.0,
HierarchicalHMM_3factors_none_Returns+fg+pct_fg+RSI_141,HierarchicalHMM,none,Returns+fg+pct_fg+RSI,4,0.29312262854441073,-6479.219193836847,,,,3.0
GMMHMM_none_pct_Range+fg+pct_fg_53,GMMHMM,none,pct_Range+fg+pct_fg,3,0.292922086423819,-6833.742785265676,,,3.0,
StandardHMM_none_Returns+Range+fg+pct_fg+pct_RSI_105,StandardHMM,none,Returns+Range+fg+pct_fg+pct_RSI,5,0.2926931903917839,5808.270463830804,,,,
GMMHMM_none_pct_Range+fg+pct_RSI_55,GMMHMM,none,pct_Range+fg+pct_RSI,3,0.2920933386678288,-6435.483441909329,,,3.0,
StandardHMM_none_pct_Range+fg+pct_RSI_55,StandardHMM,none,pct_Range+fg+pct_RSI,3,0.2920933386678288,-8597.494091460841,,,,
HierarchicalHMM_4factors_none_Returns+Range+pct_fg+RSI+pct_RSI_235,HierarchicalHMM,none,Returns+Range+pct_fg+RSI+pct_RSI,5,0.29175673502402294,-8535.656008230422,,,,4.0
StandardHMM_none_Range+fg+pct_RSI_49,StandardHMM,none,Range+fg+pct_RSI,3,0.29170104728111534,-1769.6849880218751,,,,
HierarchicalHMM_2factors_none_Returns+Range+fg+pct_fg+RSI+pct_RSI_301,HierarchicalHMM,none,Returns+Range+fg+pct_fg+RSI+pct_RSI,6,0.2914460557394179,-4291.87323014863,,,,2.0
GMMHMM_none_fg+RSI_23,GMMHMM,none,fg+RSI,2,0.29102642542369417,-2621.2891806347066,,,3.0,
StandardHMM_none_fg+RSI_23,StandardHMM,none,fg+RSI,2,0.29102642542369417,-15719.307077609032,,,,
HierarchicalHMM_2factors_none_Range+fg+RSI+pct_RSI_176,HierarchicalHMM,none,Range+fg+RSI+pct_RSI,4,0.29101102142098506,-4723.661881619044,,,,2.0
StandardHMM_none_Range+fg+RSI+pct_RSI_91,StandardHMM,none,Range+fg+RSI+pct_RSI,4,0.2909675874962403,-8931.994627758391,,,,
StandardHMM_none_pct_Range+fg+pct_fg+pct_RSI_94,StandardHMM,none,pct_Range+fg+pct_fg+pct_RSI,4,0.2904390503699438,-7911.757595110868,,,,
GMMHMM_none_pct_Range+fg+pct_fg+pct_RSI_94,GMMHMM,none,pct_Range+fg+pct_fg+pct_RSI,4,0.2903937680334922,-9804.26573841076,,,3.0,
HierarchicalHMM_3factors_none_Range+fg+RSI+pct_RSI_177,HierarchicalHMM,none,Range+fg+RSI+pct_RSI,4,0.2897528813549021,-6704.833831315935,,,,3.0
StandardHMM_none_Returns+Range+pct_fg+RSI_70,StandardHMM,none,Returns+Range+pct_fg+RSI,4,0.28967114215253004,2493.309929777239,,,,
StandardHMM_robust_fg_130,StandardHMM,robust,fg,1,0.2888134056191616,-1055.9429117563404,,,,
GMMHMM_robust_fg_130,GMMHMM,robust,fg,1,0.2888134056191616,-1055.9429117563404,,,3.0,
StandardHMM_none_fg_3,StandardHMM,none,fg,1,0.28881340561916136,-8123.0894480219395,,,,
GMMHMM_none_fg_3,GMMHMM,none,fg,1,0.28881340561916136,-1055.9429117563404,,,3.0,
HierarchicalHMM_5factors_none_Returns+Range+pct_Range+fg+pct_fg+RSI_284,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_fg+RSI,6,0.2886933496312439,-11250.507328919959,,,,5.0
HierarchicalHMM_2factors_robust_Range+fg+pct_fg_380,HierarchicalHMM,robust,Range+fg+pct_fg,3,0.2880673455331373,-4270.51180445896,,,,2.0
StandardHMM_none_Returns+pct_fg+RSI+pct_RSI_82,StandardHMM,none,Returns+pct_fg+RSI+pct_RSI,4,0.287299105366968,1879.1669955264401,,,,
GMMHMM_none_Range+pct_Range+pct_fg+RSI_86,GMMHMM,none,Range+pct_Range+pct_fg+RSI,4,0.287184518333538,-9608.381472052466,,,3.0,
HierarchicalHMM_1factors_none_Range+fg+pct_fg+RSI_169,HierarchicalHMM,none,Range+fg+pct_fg+RSI,4,0.28501504441325554,-1949.3836846310287,,,,1.0
StandardHMM_none_Returns+fg+pct_fg+pct_RSI_80,StandardHMM,none,Returns+fg+pct_fg+pct_RSI,4,0.28470926016382975,946.533295194215,,,,
HierarchicalHMM_1factors_none_Range+pct_Range+fg+pct_fg+RSI_256,HierarchicalHMM,none,Range+pct_Range+fg+pct_fg+RSI,5,0.2841035799272475,-1957.0046558534673,,,,1.0
StandardHMM_none_pct_Range+pct_fg+RSI_56,StandardHMM,none,pct_Range+pct_fg+RSI,3,0.28379019144626333,-9521.398606481745,,,,
StandardHMM_robust_Returns+Range+pct_Range+fg+RSI+pct_RSI_248,StandardHMM,robust,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,0.2835817014678404,-10860.81045507332,,,,
GMMHMM_robust_Returns+Range+pct_Range+fg+RSI+pct_RSI_248,GMMHMM,robust,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,0.2835817014678404,-10860.810455073168,,,3.0,
StandardHMM_none_Range+fg+pct_fg+RSI_89,StandardHMM,none,Range+fg+pct_fg+RSI,4,0.28286719826517975,-10218.630205722267,,,,
StandardHMM_none_Range+pct_Range+fg+pct_fg+RSI_113,StandardHMM,none,Range+pct_Range+fg+pct_fg+RSI,5,0.2823474312005742,-12664.320252634378,,,,
StandardHMM_none_Returns+pct_Range+fg+pct_RSI_75,StandardHMM,none,Returns+pct_Range+fg+pct_RSI,4,0.2820131572006737,-2360.3193625970207,,,,
StandardHMM_none_Returns+Range+pct_Range+fg+pct_fg_98,StandardHMM,none,Returns+Range+pct_Range+fg+pct_fg,5,0.2819613341007114,-794.4140719206425,,,,
HierarchicalHMM_5factors_none_Returns+pct_Range+fg+pct_fg+RSI+pct_RSI_309,HierarchicalHMM,none,Returns+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.28190941504928446,-11439.875084902284,,,,5.0
HierarchicalHMM_3factors_none_Returns+pct_Range+fg+pct_fg+RSI_238,HierarchicalHMM,none,Returns+pct_Range+fg+pct_fg+RSI,5,0.28028670482994106,-6454.785674136184,,,,3.0
StandardHMM_none_Returns+Range+fg+RSI_68,StandardHMM,none,Returns+Range+fg+RSI,4,0.2801364475749203,-6470.952324140434,,,,
HierarchicalHMM_2factors_none_Returns+Range+fg+RSI+pct_RSI_229,HierarchicalHMM,none,Returns+Range+fg+RSI+pct_RSI,5,0.279966954324774,-4299.432047235634,,,,2.0
StandardHMM_none_pct_Range+fg+pct_fg_53,StandardHMM,none,pct_Range+fg+pct_fg,3,0.27921710885506174,-10312.274260942062,,,,
HierarchicalHMM_2factors_none_Returns+pct_Range+fg+pct_fg+RSI+pct_RSI_306,HierarchicalHMM,none,Returns+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.2792170616865428,-4299.84142273083,,,,2.0
GMMHMM_none_Range+pct_Range+fg+pct_fg+RSI_113,GMMHMM,none,Range+pct_Range+fg+pct_fg+RSI,5,0.2784061098783421,-10547.55998826317,,,3.0,
GMMHMM_robust_pct_Range+pct_fg_146,GMMHMM,robust,pct_Range+pct_fg,2,0.27833247556919766,-5635.669707868226,,,3.0,
StandardHMM_robust_pct_Range+pct_fg_146,StandardHMM,robust,pct_Range+pct_fg,2,0.27833247556919766,-5635.669707868226,,,,
HierarchicalHMM_2factors_none_Returns+fg+pct_fg+RSI+pct_RSI_253,HierarchicalHMM,none,Returns+fg+pct_fg+RSI+pct_RSI,5,0.27827421075316,-4316.922069658341,,,,2.0
GMMHMM_none_Range+pct_Range+pct_fg+RSI+pct_RSI_116,GMMHMM,none,Range+pct_Range+pct_fg+RSI+pct_RSI,5,0.27798111156838795,-12280.638013807162,,,3.0,
StandardHMM_none_Returns+fg+pct_fg+RSI+pct_RSI_112,StandardHMM,none,Returns+fg+pct_fg+RSI+pct_RSI,5,0.2777416359174233,-6397.833476056299,,,,
HierarchicalHMM_2factors_none_Range+fg+pct_fg+RSI_170,HierarchicalHMM,none,Range+fg+pct_fg+RSI,4,0.2770826050622758,-3813.382085874706,,,,2.0
HierarchicalHMM_2factors_none_Returns+pct_Range+fg+RSI+pct_RSI_245,HierarchicalHMM,none,Returns+pct_Range+fg+RSI+pct_RSI,5,0.2767765513502955,-4309.605454849306,,,,2.0
HierarchicalHMM_2factors_robust_Returns+Range+pct_RSI_350,HierarchicalHMM,robust,Returns+Range+pct_RSI,3,0.27619442498239316,-3942.7967719743924,,,,2.0
StandardHMM_none_Returns+pct_Range+pct_fg+RSI+pct_RSI_111,StandardHMM,none,Returns+pct_Range+pct_fg+RSI+pct_RSI,5,0.2761780979794646,-894.8314558343559,,,,
HierarchicalHMM_2factors_none_Returns+fg+RSI+pct_RSI_146,HierarchicalHMM,none,Returns+fg+RSI+pct_RSI,4,0.27588124102714295,-4325.9431011106635,,,,2.0
GMMHMM_none_Returns+fg+pct_fg+RSI_79,GMMHMM,none,Returns+fg+pct_fg+RSI,4,0.2757306618634713,-8495.921947999856,,,3.0,
HierarchicalHMM_1factors_robust_pct_Range+pct_RSI_334,HierarchicalHMM,robust,pct_Range+pct_RSI,2,0.2756227930199927,-1805.9334028154037,,,,1.0
GMMHMM_none_Returns+pct_Range+fg+pct_fg+RSI_108,GMMHMM,none,Returns+pct_Range+fg+pct_fg+RSI,5,0.2743164358033337,-11204.845219103658,,,3.0,
HierarchicalHMM_4factors_none_Returns+Range+fg+RSI+pct_RSI_231,HierarchicalHMM,none,Returns+Range+fg+RSI+pct_RSI,5,0.274208132036377,-9445.273334600148,,,,4.0
GMMHMM_none_Returns+Range+pct_Range+fg+pct_fg_98,GMMHMM,none,Returns+Range+pct_Range+fg+pct_fg,5,0.27412148833070255,-11915.828928667255,,,3.0,
HierarchicalHMM_2factors_none_Range+pct_Range+fg+RSI+pct_RSI_265,HierarchicalHMM,none,Range+pct_Range+fg+RSI+pct_RSI,5,0.27346713355729896,-4132.178846322326,,,,2.0
HierarchicalHMM_3factors_none_Range+pct_Range+fg+RSI_156,HierarchicalHMM,none,Range+pct_Range+fg+RSI,4,0.2731036514091498,-6686.931922712336,,,,3.0
HierarchicalHMM_1factors_none_Returns+Range+pct_fg+RSI_112,HierarchicalHMM,none,Returns+Range+pct_fg+RSI,4,0.2723830442940426,-2507.1664091014445,,,,1.0
GMMHMM_none_Returns+Range+fg+RSI_68,GMMHMM,none,Returns+Range+fg+RSI,4,0.27227303013725374,-7462.522269149042,,,3.0,
GMMHMM_none_fg+pct_fg+RSI+pct_RSI_97,GMMHMM,none,fg+pct_fg+RSI+pct_RSI,4,0.271561796512496,-8368.61433942295,,,3.0,
HierarchicalHMM_1factors_robust_Range+pct_Range+fg+pct_RSI_477,HierarchicalHMM,robust,Range+pct_Range+fg+pct_RSI,4,0.2712656177607736,-2121.6591788667993,,,,1.0
HierarchicalHMM_4factors_none_Returns+Range+fg+pct_fg+RSI_223,HierarchicalHMM,none,Returns+Range+fg+pct_fg+RSI,5,0.2704947411633772,-8691.037900832012,,,,4.0
HierarchicalHMM_4factors_none_Returns+Range+pct_Range+fg+RSI+pct_RSI_293,HierarchicalHMM,none,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,0.2699148368122105,-8966.28341213064,,,,4.0
HierarchicalHMM_3factors_none_fg+pct_fg+RSI+pct_RSI_195,HierarchicalHMM,none,fg+pct_fg+RSI+pct_RSI,4,0.2692349339507369,-6561.619519888117,,,,3.0
StandardHMM_none_Range+fg+pct_fg+RSI+pct_RSI_117,StandardHMM,none,Range+fg+pct_fg+RSI+pct_RSI,5,0.2689949277260569,-8032.321254715867,,,,
HierarchicalHMM_1factors_none_Returns+RSI_4,HierarchicalHMM,none,Returns+RSI,2,0.26774081531238664,-2533.3968577624064,,,,1.0
HierarchicalHMM_3factors_robust_Returns+Range+pct_Range+fg+pct_fg_518,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg,5,0.26711399170421757,-6631.787969353942,,,,3.0
GMMHMM_none_fg+pct_RSI_24,GMMHMM,none,fg+pct_RSI,2,0.26668306420387267,-3924.3911886730893,,,3.0,
GMMHMM_none_Returns+RSI+pct_RSI_42,GMMHMM,none,Returns+RSI+pct_RSI,3,0.2660370585034399,-4838.187239000748,,,3.0,
StandardHMM_none_Range+pct_Range+fg+RSI+pct_RSI_115,StandardHMM,none,Range+pct_Range+fg+RSI+pct_RSI,5,0.26585409636625795,-11278.453390128094,,,,
HierarchicalHMM_3factors_none_Range+fg+pct_fg+RSI_171,HierarchicalHMM,none,Range+fg+pct_fg+RSI,4,0.2658143008388789,-6207.958791879376,,,,3.0
StandardHMM_robust_Range+pct_Range+fg+RSI+pct_RSI_242,StandardHMM,robust,Range+pct_Range+fg+RSI+pct_RSI,5,0.26522833177817595,-10669.198250885227,,,,
GMMHMM_robust_Range+pct_Range+fg+RSI+pct_RSI_242,GMMHMM,robust,Range+pct_Range+fg+RSI+pct_RSI,5,0.26522833177817595,-10669.198250885061,,,3.0,
GMMHMM_none_Range+fg+pct_fg+RSI+pct_RSI_117,GMMHMM,none,Range+fg+pct_fg+RSI+pct_RSI,5,0.2650291984299094,-10731.404289925575,,,3.0,
HierarchicalHMM_2factors_robust_Range+pct_Range+pct_fg_374,HierarchicalHMM,robust,Range+pct_Range+pct_fg,3,0.26493255105556984,-4326.327883154329,,,,2.0
HierarchicalHMM_3factors_robust_Range+pct_Range+fg+RSI_476,HierarchicalHMM,robust,Range+pct_Range+fg+RSI,4,0.2647273969429234,-6686.93192271277,,,,3.0
StandardHMM_robust_fg+RSI_150,StandardHMM,robust,fg+RSI,2,0.264496243915616,-2621.2891806347006,,,,
GMMHMM_robust_fg+RSI_150,GMMHMM,robust,fg+RSI,2,0.264496243915616,-2621.2891806347006,,,3.0,
StandardHMM_none_Returns+pct_Range+pct_fg+RSI_76,StandardHMM,none,Returns+pct_Range+pct_fg+RSI,4,0.26314363219777276,-5085.090776532208,,,,
HierarchicalHMM_3factors_none_Returns+Range+pct_Range+fg_93,HierarchicalHMM,none,Returns+Range+pct_Range+fg,4,0.2630657051708808,-6510.057208616041,,,,3.0
HierarchicalHMM_2factors_none_pct_Range+fg+pct_fg+RSI+pct_RSI_277,HierarchicalHMM,none,pct_Range+fg+pct_fg+RSI+pct_RSI,5,0.2627116656946291,-3865.396369295426,,,,2.0
HierarchicalHMM_2factors_none_Returns+Range+fg+pct_fg+pct_RSI_225,HierarchicalHMM,none,Returns+Range+fg+pct_fg+pct_RSI,5,0.2619315472763329,-4602.048803108519,,,,2.0
HierarchicalHMM_1factors_none_Range+fg+pct_fg+RSI+pct_RSI_272,HierarchicalHMM,none,Range+fg+pct_fg+RSI+pct_RSI,5,0.26145260084974653,-2044.7425995313786,,,,1.0
HierarchicalHMM_4factors_none_Range+fg+pct_fg+RSI+pct_RSI_275,HierarchicalHMM,none,Range+fg+pct_fg+RSI+pct_RSI,5,0.26122151479992795,-8778.090080296359,,,,4.0
StandardHMM_none_pct_Range+fg_18,StandardHMM,none,pct_Range+fg,2,0.2611062153307675,-10994.261081041566,,,,
GMMHMM_none_Returns+pct_Range+pct_fg+RSI+pct_RSI_111,GMMHMM,none,Returns+pct_Range+pct_fg+RSI+pct_RSI,5,0.26091194548131474,-11015.197411796345,,,3.0,
StandardHMM_none_Returns+Range+pct_Range_28,StandardHMM,none,Returns+Range+pct_Range,3,0.2606290644811829,7282.334225240315,,,,
HierarchicalHMM_1factors_none_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_310,HierarchicalHMM,none,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.26057538789051476,-2046.278851468257,,,,1.0
HierarchicalHMM_1factors_none_Range+fg+RSI+pct_RSI_175,HierarchicalHMM,none,Range+fg+RSI+pct_RSI,4,0.26036020125236015,-2051.6920857194514,,,,1.0
HierarchicalHMM_5factors_none_Returns+Range+fg+pct_fg+RSI+pct_RSI_304,HierarchicalHMM,none,Returns+Range+fg+pct_fg+RSI+pct_RSI,6,0.2602665655276778,-11090.433111568698,,,,5.0
GMMHMM_none_Returns+Range+fg+pct_fg_67,GMMHMM,none,Returns+Range+fg+pct_fg,4,0.2601599964539648,-9501.369010548915,,,3.0,
GMMHMM_none_Returns+pct_Range+pct_fg+RSI_76,GMMHMM,none,Returns+pct_Range+pct_fg+RSI,4,0.2601230153029471,-10362.917666655285,,,3.0,
GMMHMM_none_Returns+pct_fg+RSI+pct_RSI_82,GMMHMM,none,Returns+pct_fg+RSI+pct_RSI,4,0.2599883112698384,-8192.933025403418,,,3.0,
GMMHMM_robust_Range+RSI_143,GMMHMM,robust,Range+RSI,2,0.2598536056050287,-3800.958471490239,,,3.0,
StandardHMM_robust_Range+RSI_143,StandardHMM,robust,Range+RSI,2,0.2598536056050287,-3800.958471490239,,,,
HierarchicalHMM_4factors_none_Returns+pct_Range+pct_fg+RSI+pct_RSI_251,HierarchicalHMM,none,Returns+pct_Range+pct_fg+RSI+pct_RSI,5,0.2593456438147376,-9065.343857685333,,,,4.0
GMMHMM_robust_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_249,GMMHMM,robust,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,0.2587588194571108,-13037.29775137152,,,3.0,
StandardHMM_robust_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_249,StandardHMM,robust,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,0.2587588194571108,-13037.297751371332,,,,
HierarchicalHMM_2factors_none_Returns+pct_fg+pct_RSI_48,HierarchicalHMM,none,Returns+pct_fg+pct_RSI,3,0.25856904952570187,-4616.3768471436515,,,,2.0
StandardHMM_robust_fg+pct_RSI_151,StandardHMM,robust,fg+pct_RSI,2,0.25839425718902254,-3924.391188672968,,,,
GMMHMM_robust_fg+pct_RSI_151,GMMHMM,robust,fg+pct_RSI,2,0.25839425718902254,-3924.391188672968,,,3.0,
HierarchicalHMM_3factors_none_Range+pct_Range+fg+pct_fg+RSI_258,HierarchicalHMM,none,Range+pct_Range+fg+pct_fg+RSI,5,0.2583889509762313,-6156.585663434759,,,,3.0
HierarchicalHMM_3factors_none_Returns+Range+fg+RSI+pct_RSI_230,HierarchicalHMM,none,Returns+Range+fg+RSI+pct_RSI,5,0.2582012036906752,-6291.33169980518,,,,3.0
HierarchicalHMM_3factors_none_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_312,HierarchicalHMM,none,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.2579672646733318,-6190.6600967128425,,,,3.0
HierarchicalHMM_1factors_none_Returns+fg+RSI_41,HierarchicalHMM,none,Returns+fg+RSI,3,0.2575802392362359,-2078.1265921337954,,,,1.0
HierarchicalHMM_1factors_none_Returns+Range+fg+RSI_106,HierarchicalHMM,none,Returns+Range+fg+RSI,4,0.2575791434082916,-2079.0493800551803,,,,1.0
StandardHMM_robust_Range+pct_Range+pct_fg_171,StandardHMM,robust,Range+pct_Range+pct_fg,3,0.257538114681615,-7698.4995180539345,,,,
GMMHMM_robust_Range+pct_Range+pct_fg_171,GMMHMM,robust,Range+pct_Range+pct_fg,3,0.257538114681615,-7698.4995180539345,,,3.0,
HierarchicalHMM_1factors_none_Returns+fg+pct_fg+RSI_139,HierarchicalHMM,none,Returns+fg+pct_fg+RSI,4,0.25750204502565077,-2077.5550794819414,,,,1.0
HierarchicalHMM_1factors_none_Returns+Range+fg+pct_fg+RSI_220,HierarchicalHMM,none,Returns+Range+fg+pct_fg+RSI,5,0.2575009861449414,-2078.589567335119,,,,1.0
StandardHMM_none_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_125,StandardHMM,none,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.25698119576860223,-10588.426826976984,,,,
HierarchicalHMM_2factors_robust_Range+pct_Range+pct_fg+RSI+pct_RSI_589,HierarchicalHMM,robust,Range+pct_Range+pct_fg+RSI+pct_RSI,5,0.256925747451918,-4300.916774866954,,,,2.0
HierarchicalHMM_1factors_none_Returns+pct_Range+fg+RSI_124,HierarchicalHMM,none,Returns+pct_Range+fg+RSI,4,0.2566981188662095,-2078.099504268393,,,,1.0
HierarchicalHMM_1factors_none_Returns+pct_Range+fg+pct_fg+RSI_236,HierarchicalHMM,none,Returns+pct_Range+fg+pct_fg+RSI,5,0.2566226383903114,-2077.5521364560313,,,,1.0
HierarchicalHMM_1factors_none_Returns+Range+pct_Range+fg+pct_fg+RSI_280,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_fg+RSI,6,0.2566216672446521,-2078.5629728826493,,,,1.0
StandardHMM_robust_Returns+pct_Range+fg+RSI+pct_RSI_237,StandardHMM,robust,Returns+pct_Range+fg+RSI+pct_RSI,5,0.2562450295636316,-9210.852110248501,,,,
GMMHMM_robust_Returns+pct_Range+fg+RSI+pct_RSI_237,GMMHMM,robust,Returns+pct_Range+fg+RSI+pct_RSI,5,0.2562450295636316,-9210.852110248603,,,3.0,
HierarchicalHMM_4factors_none_Range+pct_Range+fg+pct_fg+pct_RSI_263,HierarchicalHMM,none,Range+pct_Range+fg+pct_fg+pct_RSI,5,0.25426883859378063,-8827.960540198457,,,,4.0
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+fg+pct_fg_517,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg,5,0.25422863973112914,-4284.388454400958,,,,2.0
GMMHMM_none_Returns+pct_fg+RSI_40,GMMHMM,none,Returns+pct_fg+RSI,3,0.25373539534434886,-7398.849615659988,,,3.0,
StandardHMM_none_Returns+pct_fg_10,StandardHMM,none,Returns+pct_fg,2,0.2535575014876281,5120.1923183812305,,,,
GMMHMM_robust_Returns+Range+fg+RSI+pct_RSI_233,GMMHMM,robust,Returns+Range+fg+RSI+pct_RSI,5,0.25325501919239635,-8594.540143970611,,,3.0,
StandardHMM_robust_Returns+Range+fg+RSI+pct_RSI_233,StandardHMM,robust,Returns+Range+fg+RSI+pct_RSI,5,0.25325501919239635,-8594.540143970611,,,,
HierarchicalHMM_2factors_robust_fg+pct_fg+RSI_404,HierarchicalHMM,robust,fg+pct_fg+RSI,3,0.2531207766884864,-3850.2752988712286,,,,2.0
HierarchicalHMM_3factors_none_Range+pct_Range+pct_fg+RSI_162,HierarchicalHMM,none,Range+pct_Range+pct_fg+RSI,4,0.25287733329449835,-6403.623081105752,,,,3.0
GMMHMM_none_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_125,GMMHMM,none,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.25223459334385456,-13331.733763874985,,,3.0,
HierarchicalHMM_5factors_none_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_314,HierarchicalHMM,none,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.2515221611644722,-11255.390535556267,,,,5.0
