,features,silhouette,log_likelihood,train_return_diff,test_return_diff,n_features,combined_score
479,"normalized_vrp, trend_strength, rsi20, pct_fg",0.0869324341853678,-1951.2398659804394,0.0036894171586361966,0.007922876675160374,4,0.45587415004898746
480,"normalized_vrp, trend_strength, fg, pct_fg",0.3874167707475972,-2397.046449218198,0.0066843541945091275,0.00593349882646816,4,1.05585219019851
481,"normalized_vrp, iv_percentile_rank, relative_pcr, rsi20",0.1260962285781466,-5280.335353951105,0.0020762405711334483,0.0057951997787561785,4,0.3337202856914914
482,"normalized_vrp, iv_percentile_rank, relative_pcr, fg",0.12235985792554666,-5602.060413993058,0.0050485865691659235,0.019672034703914543,4,0.627218514842139
483,"normalized_vrp, iv_percentile_rank, relative_pcr, pct_fg",0.22870885934137672,-2021.3721684146587,0.013363979406538183,0.009227235370478985,4,1.5651067999951949
484,"normalized_vrp, iv_percentile_rank, rsi20, fg",0.09508879628907527,-9006.69983750538,0.0069888264031709845,0.007840654920060176,4,0.7939714366061738
485,"normalized_vrp, iv_percentile_rank, rsi20, pct_fg",0.1876254289028133,-5249.337149840897,0.005112910634146258,0.011136624733349126,4,0.6989164923174391
486,"normalized_vrp, iv_percentile_rank, fg, pct_fg",0.06418723564378834,-5437.981148615447,0.005355572252698327,0.00010709273966011401,4,0.5997444609136211
487,"normalized_vrp, relative_pcr, rsi20, fg",0.12234675570394785,-4939.873711590904,0.005386519525884221,0.007840654920060176,4,0.66099870829237
488,"normalized_vrp, relative_pcr, rsi20, pct_fg",0.1543254157112017,-1345.1601911953521,0.017053083373768325,0.007690500670053797,4,1.8596337530880342
489,"normalized_vrp, relative_pcr, fg, pct_fg",0.35883554581798144,-1401.1037834097858,0.011072234770826063,0.006771684898978695,4,1.4660590229005879
490,"normalized_vrp, rsi20, fg, pct_fg",0.28757328832905066,-4641.625377869683,0.004552433459270038,0.007051137091174953,4,0.7428166342560545
491,"pcr_zscore, vol_of_vol, trend_strength, iv_percentile_rank",0.11029069973586132,-7269.819348282443,0.0009738902417409801,0.005509183162955355,4,0.20767972390995934
492,"pcr_zscore, vol_of_vol, trend_strength, relative_pcr",0.05260209630597524,-2594.1670423533783,0.0027610021637088254,0.0026451323535292993,4,0.3287023126768578
493,"pcr_zscore, vol_of_vol, trend_strength, rsi20",0.0734709546475955,-6227.5021068841215,0.002559134704063718,0.004278203282141268,4,0.3293844250539673
494,"pcr_zscore, vol_of_vol, trend_strength, fg",0.2570762472297335,-6537.732820610047,0.007372628436747638,0.019672034703914543,4,0.9943390909044973
495,"pcr_zscore, vol_of_vol, trend_strength, pct_fg",0.16206247055643802,-3063.074123040668,0.0020730070082401,0.010710921441954726,4,0.36936317138044805
496,"pcr_zscore, vol_of_vol, iv_percentile_rank, relative_pcr",0.11408532095486264,-5966.963031515935,0.00023624188486400443,0.002114121102751257,4,0.1377095094412631
497,"pcr_zscore, vol_of_vol, iv_percentile_rank, rsi20",0.18370954117745078,-9565.410356474024,0.00034531615056204897,0.005380039101278574,4,0.21824115623365567
498,"pcr_zscore, vol_of_vol, iv_percentile_rank, fg",0.10816211959796627,-9902.378276492233,0.0016798560418175607,0.006539773870981022,4,0.27614772377972235
499,"pcr_zscore, vol_of_vol, iv_percentile_rank, pct_fg",0.4615377285357222,-6192.453551832404,0.0024347992229957253,0.005885526115822644,4,0.7050176508352948
500,"pcr_zscore, vol_of_vol, relative_pcr, rsi20",0.09673761952505912,-5235.97524931367,0.0013067806375604272,0.006537668184770953,4,0.22741568328110184
501,"pcr_zscore, vol_of_vol, relative_pcr, fg",0.25127190425164886,-5542.387984892925,0.006909218829187743,0.019672034703914543,4,0.9421937871704231
502,"pcr_zscore, vol_of_vol, relative_pcr, pct_fg",0.23196777132426633,-1910.8847534855474,0.003495393596762697,0.0004549780435614348,4,0.581507131000536
503,"pcr_zscore, vol_of_vol, rsi20, fg",0.17221669629788647,-8841.042107040648,0.0068426822357211675,0.019672034703914543,4,0.8564849198700032
504,"pcr_zscore, vol_of_vol, rsi20, pct_fg",0.1238393190139183,-5471.935228071037,0.005110208142198362,0.008940344915634476,4,0.6348601332337546
505,"pcr_zscore, vol_of_vol, fg, pct_fg",0.34826872079393645,-5622.4917222380045,0.003492082680418245,0.0038782948427740025,4,0.6974769888357609
506,"pcr_zscore, trend_strength, iv_percentile_rank, relative_pcr",0.11464021192863354,-3905.356211200053,0.0014445266519028238,0.0047325444148737855,4,0.25909287711891593
507,"pcr_zscore, trend_strength, iv_percentile_rank, rsi20",0.21628037357639418,-7203.489054604437,0.004426632080608098,0.01092712381383439,4,0.658943581637204
508,"pcr_zscore, trend_strength, iv_percentile_rank, fg",0.17161408892716032,-7573.026565604428,0.00638857887061739,0.019672034703914543,4,0.8104719759888993
509,"pcr_zscore, trend_strength, iv_percentile_rank, pct_fg",0.13060869877464826,-4025.4617926972373,0.003869763293137767,0.004787085770656438,4,0.517585028088425
510,"pcr_zscore, trend_strength, relative_pcr, rsi20",0.10108729591034388,-2830.8122861088987,0.0026222992118378314,0.01119253447097071,4,0.363317217094127
511,"pcr_zscore, trend_strength, relative_pcr, fg",0.15060853160636264,-3474.2577349681187,0.0038973124799341506,0.0018160039503699677,4,0.5403397795997777
512,"pcr_zscore, trend_strength, relative_pcr, pct_fg",0.19018541120948987,258.7581287484527,0.002713952311884979,0.005109964206020329,4,0.4615806423979878
513,"pcr_zscore, trend_strength, rsi20, fg",0.07205676415833294,-6635.52721732681,0.004135847337249282,0.0,4,0.48564149788326116
514,"pcr_zscore, trend_strength, rsi20, pct_fg",0.3609874938533931,-2920.941555656242,0.0038328935622901376,0.0021633644001513054,4,0.7442768500824068
515,"pcr_zscore, trend_strength, fg, pct_fg",0.44701717953131126,-3622.2482787008876,0.038521293710184694,0.00010709273966011401,4,4.29914655054978
516,"pcr_zscore, iv_percentile_rank, relative_pcr, rsi20",0.11114207159580575,-6189.664754461208,0.002782516106651764,0.006130593783818332,4,0.38939368226098214
517,"pcr_zscore, iv_percentile_rank, relative_pcr, fg",0.11907251182662153,-6557.800747726347,0.0032395516722371074,0.0069187025197503275,4,0.4430276790503323
518,"pcr_zscore, iv_percentile_rank, relative_pcr, pct_fg",0.22156491124202565,-3092.124519022861,0.0012108010425655675,0.0061852492240485725,4,0.3426450154985824
519,"pcr_zscore, iv_percentile_rank, rsi20, fg",0.1321495203607307,-9850.62106342414,0.00638857887061739,0.019672034703914543,4,0.7710074074224696
520,"pcr_zscore, iv_percentile_rank, rsi20, pct_fg",0.2733405514892322,-6504.633054074437,0.0031283089464534666,0.010720278726543587,4,0.5861714461345788
521,"pcr_zscore, iv_percentile_rank, fg, pct_fg",0.22189926686090844,-6675.344181066513,0.004444787801416471,0.00010709273966011401,4,0.6663780470025555
522,"pcr_zscore, relative_pcr, rsi20, fg",0.06247336582220844,-5678.747482671442,0.0034887135300209746,0.003385740572496649,4,0.4113447188243059
523,"pcr_zscore, relative_pcr, rsi20, pct_fg",0.06332999324923118,-2228.0434254383263,0.0015439881383021695,0.00457034942632765,4,0.21772880707944814
524,"pcr_zscore, relative_pcr, fg, pct_fg",0.39835159303011886,-2474.5062271856555,0.0040314896033797325,0.00010709273966011401,4,0.8015005533680921
525,"pcr_zscore, rsi20, fg, pct_fg",0.21772645964313514,-5795.6409276684835,0.003932394362915971,0.00010709273966011401,4,0.6109658959347323
526,"vol_of_vol, trend_strength, iv_percentile_rank, relative_pcr",0.21699021445105832,-5753.255184692385,0.0012546377160633179,0.003165570646123465,4,0.3424539860573901
527,"vol_of_vol, trend_strength, iv_percentile_rank, rsi20",0.15963510136801148,-8900.918645388763,0.002753468030556876,0.0051732730515941065,4,0.4349819044236991
528,"vol_of_vol, trend_strength, iv_percentile_rank, fg",0.10367360815507048,-9312.773974564449,0.0016123277164129437,0.006771209573380016,4,0.2649063797963649
529,"vol_of_vol, trend_strength, iv_percentile_rank, pct_fg",0.18001471481812578,-5690.263662918374,0.0011635308736034126,0.004332669030435105,4,0.29636780217846703
530,"vol_of_vol, trend_strength, relative_pcr, rsi20",0.21879689984798473,-4846.808070897562,0.0037893845563875656,0.008435488439165462,4,0.5977353554867413
531,"vol_of_vol, trend_strength, relative_pcr, fg",0.2584008903675857,-5115.900888973425,0.007623500271546017,0.019672034703914543,4,1.0207509175221874
532,"vol_of_vol, trend_strength, relative_pcr, pct_fg",0.11472851122424967,-1602.8149827080583,0.0011286838055856922,0.006614150603593248,4,0.2275968917828189
533,"vol_of_vol, trend_strength, rsi20, fg",0.09301812291871954,-8398.20384423214,0.0034137469222230376,0.01224046465417956,4,0.4343928151410233
534,"vol_of_vol, trend_strength, rsi20, pct_fg",0.18148443964560818,-4762.006159807898,0.002952501900417616,0.004633258157839701,4,0.4767346296873698
535,"vol_of_vol, trend_strength, fg, pct_fg",0.2702613984605885,-4953.659721421651,0.0035865170348227575,0.00010709273966011401,4,0.6289131019428642
536,"vol_of_vol, iv_percentile_rank, relative_pcr, rsi20",0.17796217712175352,-8115.782754471372,0.0018345697100069676,0.00744589002485189,4,0.36141914812245024
537,"vol_of_vol, iv_percentile_rank, relative_pcr, fg",0.10696467195614894,-8330.438530210586,0.001968573637507685,0.0016216207136335054,4,0.30382203570691746
538,"vol_of_vol, iv_percentile_rank, relative_pcr, pct_fg",0.4680916704549202,-4617.085841652686,0.0032899854775759524,0.004187997471376168,4,0.7970902182125155
539,"vol_of_vol, iv_percentile_rank, rsi20, fg",0.12266023120880988,-11491.058246436618,0.0070107721873143795,0.019672034703914543,4,0.8237374499402478
540,"vol_of_vol, iv_percentile_rank, rsi20, pct_fg",0.2703147631785288,-8102.754342424883,0.005117562107204858,0.005006405724999191,4,0.7820709738990146
541,"vol_of_vol, iv_percentile_rank, fg, pct_fg",0.2927622269813896,-8019.6350250204105,0.0028679424134937003,0.00010709273966011401,4,0.5795564683307597
542,"vol_of_vol, relative_pcr, rsi20, fg",0.16576538670705865,-7413.015518448027,0.0076125243927449085,0.019672034703914543,4,0.9270178259815495
543,"vol_of_vol, relative_pcr, rsi20, pct_fg",0.22093641892051727,-4177.852609341425,0.0019199417997935596,0.005714847677347007,4,0.41293059889987327
544,"vol_of_vol, relative_pcr, fg, pct_fg",0.3005921022740984,-4082.3446814934923,0.004621678896643621,0.00010709273966011401,4,0.7627599919384604
545,"vol_of_vol, rsi20, fg, pct_fg",0.2076859479800009,-7376.0087070193795,0.006182417658569368,0.00010709273966011401,4,0.8259277138369376
546,"trend_strength, iv_percentile_rank, relative_pcr, rsi20",0.20677802708083962,-5806.856321425663,0.003995059144180505,0.009486471092922473,4,0.6062839414988901
547,"trend_strength, iv_percentile_rank, relative_pcr, fg",0.14344912350284064,-6183.068387483599,0.00590818854828744,0.006532571840666653,4,0.7342679783315846
548,"trend_strength, iv_percentile_rank, relative_pcr, pct_fg",0.10985698403509908,-2604.577538410126,0.0035159873927424748,0.003253024633825005,4,0.46145572330934653
549,"trend_strength, iv_percentile_rank, rsi20, fg",0.1298534821534993,-9283.147200427917,0.006450342592403877,0.019672034703914543,4,0.774887741393887
550,"trend_strength, iv_percentile_rank, rsi20, pct_fg",0.2893180938607544,-5918.777198133178,0.005821630034421934,0.008540297718568901,4,0.8714810973029479
551,"trend_strength, iv_percentile_rank, fg, pct_fg",0.1810986376089624,-6135.225282606689,0.004217062596946756,0.00010709273966011401,4,0.602804897303638
552,"trend_strength, relative_pcr, rsi20, fg",0.16582965140000303,-4831.637007198132,0.005901568255008835,0.004962290814889351,4,0.7559864769008865
553,"trend_strength, relative_pcr, rsi20, pct_fg",0.3495943072621019,-1496.116550259205,0.00288890410554668,0.005329228575570677,4,0.6384847178167699
554,"trend_strength, relative_pcr, fg, pct_fg",0.39762960225424415,-2066.761353140516,0.0035139323300818624,0.00010709273966011401,4,0.7490228352624304
555,"trend_strength, rsi20, fg, pct_fg",0.3607045556499864,-5136.137926888399,0.004482406124334782,0.006266227787760815,4,0.8089451680834645
556,"iv_percentile_rank, relative_pcr, rsi20, fg",0.13304739875905225,-8429.076004943647,0.0065590661492530445,0.019672034703914543,4,0.7889540136843567
557,"iv_percentile_rank, relative_pcr, rsi20, pct_fg",0.24682622078110708,-5121.339212830479,0.002681203827239645,0.010747683579056843,4,0.5149466035050716
558,"iv_percentile_rank, relative_pcr, fg, pct_fg",0.18458156234532488,-5145.696612902667,0.004049651081042649,0.00010709273966011401,4,0.5895466704495897
559,"iv_percentile_rank, rsi20, fg, pct_fg",0.14285619163309216,-8448.379889626609,0.0034748402345636054,0.00010709273966011401,4,0.4903402150894527
560,"relative_pcr, rsi20, fg, pct_fg",0.204148254051211,-4366.051838248281,0.0041346356756534405,0.00010709273966011401,4,0.6176118216165551
561,"pcr, iv_skew, normalized_vrp, pcr_zscore, vol_of_vol",-0.051915432563740864,-2790.005605144129,0.0020030210378872058,0.01263498320453077,5,0.1483866712249797
562,"pcr, iv_skew, normalized_vrp, pcr_zscore, trend_strength",-0.00041352708299867224,-225.47292816354062,0.0026842037228711497,0.0025796810499825696,5,0.2680068452041163
563,"pcr, iv_skew, normalized_vrp, pcr_zscore, iv_percentile_rank",0.16376708449280705,-3508.172910111463,0.0024963837702452352,0.004765965943398716,5,0.4134054615173306
564,"pcr, iv_skew, normalized_vrp, pcr_zscore, relative_pcr",0.03829727091595931,420.0294380114935,0.002569859023117714,0.0,5,0.29528317322773073
565,"pcr, iv_skew, normalized_vrp, pcr_zscore, rsi20",0.08077057823269745,-2786.199941395163,0.0032604056300992853,0.007955784543096764,5,0.40681114124262596
566,"pcr, iv_skew, normalized_vrp, pcr_zscore, fg",0.35611643463211834,-2669.101454947803,0.009789005648965482,0.003695599608945837,5,1.3350169995286665
567,"pcr, iv_skew, normalized_vrp, pcr_zscore, pct_fg",0.1564521686107588,432.6462774655086,0.003973813009930999,0.005555812441231971,5,0.5538334696038587
568,"pcr, iv_skew, normalized_vrp, vol_of_vol, trend_strength",-0.11597533782398553,-2264.6077667261293,0.0015402215472671802,0.005257979389932129,5,0.03804681690273248
569,"pcr, iv_skew, normalized_vrp, vol_of_vol, iv_percentile_rank",0.14242528888373615,-5507.03807415665,0.0012045113548880865,0.002126149713286684,5,0.26287642437254477
570,"pcr, iv_skew, normalized_vrp, vol_of_vol, relative_pcr",0.4594945627298712,-1525.9343001158793,0.0023500875340639257,0.005759062312394706,5,0.6945033161362638
571,"pcr, iv_skew, normalized_vrp, vol_of_vol, rsi20",0.014642484830135832,-4651.005150582795,0.005719285880234888,0.008646066966920935,5,0.5865710728536246
572,"pcr, iv_skew, normalized_vrp, vol_of_vol, fg",0.011593307155539828,-5078.9410952485905,0.00225944343986621,0.002288466731782358,5,0.23753765114216085
573,"pcr, iv_skew, normalized_vrp, vol_of_vol, pct_fg",0.4049925712686402,-1899.2819103376914,0.0029095648045220877,0.00928233640879577,5,0.695949051720849
574,"pcr, iv_skew, normalized_vrp, trend_strength, iv_percentile_rank",0.16449530229251919,-2969.732674627058,0.0030812235937043497,0.005559133842785672,5,0.47261766166295416
575,"pcr, iv_skew, normalized_vrp, trend_strength, relative_pcr",0.1370170805019986,871.6655567456438,0.006292857234892315,0.0007679670355902179,5,0.7663028039912301
576,"pcr, iv_skew, normalized_vrp, trend_strength, rsi20",0.11718558890019097,-2137.0723236441245,0.006081875179464331,0.001936430737103278,5,0.725373106846624
577,"pcr, iv_skew, normalized_vrp, trend_strength, fg",0.16475158897520814,-2877.3291603094835,0.006608697399054378,0.008482386063180851,5,0.825621328880646
578,"pcr, iv_skew, normalized_vrp, trend_strength, pct_fg",0.2854000267796475,1141.9680309503344,0.004399743587084902,0.004155324580347619,5,0.7253743854881376
579,"pcr, iv_skew, normalized_vrp, iv_percentile_rank, relative_pcr",0.05582333368068265,-2133.6451406441242,0.0026918823573863584,0.004126330988306001,5,0.32501156941931847
580,"pcr, iv_skew, normalized_vrp, iv_percentile_rank, rsi20",0.08223805581446725,-5414.10338254077,0.004073831769220472,0.009747083568032524,5,0.4896212327365144
581,"pcr, iv_skew, normalized_vrp, iv_percentile_rank, fg",0.1280466574743462,-5965.585922969741,0.001954082318768506,0.007168322229490399,5,0.3234548893511968
582,"pcr, iv_skew, normalized_vrp, iv_percentile_rank, pct_fg",0.025231600922421514,-2199.649100450833,0.0019977875975706267,0.007194497639576608,5,0.22501036067948418
583,"pcr, iv_skew, normalized_vrp, relative_pcr, rsi20",0.07223787176041532,-1437.999161225852,0.0029705577455446113,0.00782338961405371,5,0.3692936463148765
584,"pcr, iv_skew, normalized_vrp, relative_pcr, fg",0.16321122001934088,-2014.432053040189,0.006276083789842361,0.008482386063180851,5,0.7908195990035769
585,"pcr, iv_skew, normalized_vrp, relative_pcr, pct_fg",0.3654538730983799,1799.6762735646826,0.00484824721666115,0.00579032540249821,5,0.8502785947644949
586,"pcr, iv_skew, normalized_vrp, rsi20, fg",0.13201330388232077,-5080.964867045046,0.005951668236539176,0.007182178427178787,5,0.7271801275362384
587,"pcr, iv_skew, normalized_vrp, rsi20, pct_fg",0.3835125550158038,-1180.0741323457055,0.005816733316457231,0.007803999451754732,5,0.9651858866615268
588,"pcr, iv_skew, normalized_vrp, fg, pct_fg",0.3371033839496916,-1794.563269168895,0.01183773883419805,0.004123799831975276,5,1.5208772673694966
589,"pcr, iv_skew, pcr_zscore, vol_of_vol, trend_strength",0.05986866550106489,-2762.6941957727117,0.001142600137020916,0.004982086358849675,5,0.1741286792031565
590,"pcr, iv_skew, pcr_zscore, vol_of_vol, iv_percentile_rank",0.084100147473055,-6563.975532169591,0.0026442764889773544,0.007405367306185211,5,0.34852779637079045
591,"pcr, iv_skew, pcr_zscore, vol_of_vol, relative_pcr",-0.04902083015641738,-2244.9803686885516,0.0018318091164870845,0.0013430520659825085,5,0.13416008149229108
592,"pcr, iv_skew, pcr_zscore, vol_of_vol, rsi20",0.079707762570893,-5601.599121011223,0.0038977043868648194,0.006632010950410545,5,0.46947820125737494
593,"pcr, iv_skew, pcr_zscore, vol_of_vol, fg",0.22185920805541756,-5947.972448116595,0.006996651749210832,0.006522883756205577,5,0.9215243829765007
594,"pcr, iv_skew, pcr_zscore, vol_of_vol, pct_fg",0.0005038839923387393,-2323.274318526371,0.0031036929232229216,0.0010392932153350382,5,0.3108731763146309
595,"pcr, iv_skew, pcr_zscore, trend_strength, iv_percentile_rank",0.04105302795017715,-3771.2850051969463,0.0024278871912668297,0.007395744098687565,5,0.28384174707686016
596,"pcr, iv_skew, pcr_zscore, trend_strength, relative_pcr",0.10979008821391635,158.3685386958293,0.0054315874934184865,0.001936430737103278,5,0.6529488375557649
597,"pcr, iv_skew, pcr_zscore, trend_strength, rsi20",0.09679992100410689,-3044.873401039723,0.0032521005722009892,0.0034053152604293785,5,0.42200997822420583
598,"pcr, iv_skew, pcr_zscore, trend_strength, fg",0.26525032301299195,-3478.0064422206865,0.006258449560804751,0.00010709273966011401,5,0.891095279093467
599,"pcr, iv_skew, pcr_zscore, trend_strength, pct_fg",0.1716552313569882,120.73038602099584,0.002910696885227047,0.007481368716769938,5,0.4627249198796929
600,"pcr, iv_skew, pcr_zscore, iv_percentile_rank, relative_pcr",0.168162277550014,-2922.5090258487517,0.0022310282162723073,0.009548988839687673,5,0.3912650991772447
601,"pcr, iv_skew, pcr_zscore, iv_percentile_rank, rsi20",0.22124090028261453,-6459.829393905386,0.0021139330073670936,0.0062770610159081025,5,0.4326342010193239
602,"pcr, iv_skew, pcr_zscore, iv_percentile_rank, fg",0.12641641853965324,-6875.608188148789,0.0010191362373382078,0.003190038866940208,5,0.22833004227347403
603,"pcr, iv_skew, pcr_zscore, iv_percentile_rank, pct_fg",0.0660846693855564,-3287.7403178924787,0.003215233573218718,0.0036585522170974527,5,0.38760802670742817
604,"pcr, iv_skew, pcr_zscore, relative_pcr, rsi20",0.10029939229711622,-2259.173301037049,0.0032217358632778666,0.008219368485700882,5,0.42247297862490285
605,"pcr, iv_skew, pcr_zscore, relative_pcr, fg",0.26943815031962354,-2526.5147426705234,0.006831008712769756,0.00010709273966011401,5,0.9525390215965992
606,"pcr, iv_skew, pcr_zscore, relative_pcr, pct_fg",0.18428975662072752,999.9788632433956,0.0016826287759496932,0.004814136090027929,5,0.3525526342156968
607,"pcr, iv_skew, pcr_zscore, rsi20, fg",0.09869216139846793,-5748.442051869644,0.004197897495256951,0.005177260526933768,5,0.518481910924163
608,"pcr, iv_skew, pcr_zscore, rsi20, pct_fg",0.34064761887505823,-2157.0912090686024,0.0034833465330562897,0.007122727654586073,5,0.6889822721806872
609,"pcr, iv_skew, pcr_zscore, fg, pct_fg",0.29268442448227405,-2483.94593738415,0.004368478022741849,0.00010709273966011401,5,0.7295322267564589
610,"pcr, iv_skew, vol_of_vol, trend_strength, iv_percentile_rank",0.09389857643532278,-5650.012268466343,0.0030758723592640242,0.006332552484336798,5,0.4014858123617252
611,"pcr, iv_skew, vol_of_vol, trend_strength, relative_pcr",-0.06517096259001764,-1849.0966549826667,0.0021779674205078064,0.004665296390595844,5,0.152625779460763
612,"pcr, iv_skew, vol_of_vol, trend_strength, rsi20",0.28756310807174934,-4386.799148426928,0.0038164262357820705,0.0073653867843403616,5,0.6692057316499564
613,"pcr, iv_skew, vol_of_vol, trend_strength, fg",0.22064080165154262,-5583.8707205512665,0.004460267555135284,0.0015903419845862765,5,0.666667557165071
614,"pcr, iv_skew, vol_of_vol, trend_strength, pct_fg",0.11478128883593809,-1818.6973684336328,0.003869587276802528,0.01333396788120824,5,0.5017400165161909
615,"pcr, iv_skew, vol_of_vol, iv_percentile_rank, relative_pcr",0.21707095335452067,-5211.4075853355525,0.00100122524550194,0.000545072122289463,5,0.3171934779047147
616,"pcr, iv_skew, vol_of_vol, iv_percentile_rank, rsi20",0.20018007444659142,-8286.330593560446,0.0020624240867148816,0.007318603626405444,5,0.4064224831180796
617,"pcr, iv_skew, vol_of_vol, iv_percentile_rank, fg",0.10120959146568037,-8797.933023261516,0.0013377965444442983,0.001191311742539376,5,0.2349892459101102
618,"pcr, iv_skew, vol_of_vol, iv_percentile_rank, pct_fg",0.20899976109990603,-5228.891154501494,0.00024228928404349567,0.0055305279699709945,5,0.2332286895042556
619,"pcr, iv_skew, vol_of_vol, relative_pcr, rsi20",0.18406021792547206,-3909.0281802816953,0.002616594540149773,0.010528006436532714,5,0.44571967194044937
620,"pcr, iv_skew, vol_of_vol, relative_pcr, fg",0.23520561190336864,-4715.652393722574,0.005856402756975659,0.0024296198548428745,5,0.8208458876009346
621,"pcr, iv_skew, vol_of_vol, relative_pcr, pct_fg",0.0698223193184805,-1038.9204636816035,0.0013444463315818635,0.009909267900889081,5,0.20426695247666687
622,"pcr, iv_skew, vol_of_vol, rsi20, fg",0.17203081190043815,-7565.741264586684,0.007504017322809001,0.00010709273966011401,5,0.9224325441813382
623,"pcr, iv_skew, vol_of_vol, rsi20, pct_fg",0.2465103698990345,-4158.528385503833,0.0027345462624398446,0.009498095324055527,5,0.5199649961430189
624,"pcr, iv_skew, vol_of_vol, fg, pct_fg",0.23753146277909706,-4435.640795886911,0.0032327873490217477,0.00010709273966011401,5,0.5608101976812718
625,"pcr, iv_skew, trend_strength, iv_percentile_rank, relative_pcr",0.17229459077904893,-2875.0399270137505,0.0013716891783728108,0.004081581449079434,5,0.30946350861633
626,"pcr, iv_skew, trend_strength, iv_percentile_rank, rsi20",0.22607832756158788,-5886.0241410187955,0.002168136417812404,0.005904607753796441,5,0.44289196934282826
627,"pcr, iv_skew, trend_strength, iv_percentile_rank, fg",0.11971586724315851,-6515.87285401243,0.0018852400305576522,0.0051732730515941065,5,0.30823987029892375
628,"pcr, iv_skew, trend_strength, iv_percentile_rank, pct_fg",0.2005265293599317,-2858.328929948403,0.0028523732149413035,0.004672390978192514,5,0.48576385085406204
629,"pcr, iv_skew, trend_strength, relative_pcr, rsi20",0.11493911479542308,-1658.978765606123,0.0037878011103825854,0.001936430737103278,5,0.4937192258336816
630,"pcr, iv_skew, trend_strength, relative_pcr, fg",0.26844254766724523,-2266.148333241355,0.006371990927550777,0.00010709273966011401,5,0.9056416404223229
631,"pcr, iv_skew, trend_strength, relative_pcr, pct_fg",0.37816636962865824,1509.7732015993986,0.0036196260749809988,0.006938574762819781,5,0.7401289771267581
632,"pcr, iv_skew, trend_strength, rsi20, fg",0.10601354798060769,-5419.116950088789,0.005721397604729793,0.012493426841236152,5,0.678153308453587
633,"pcr, iv_skew, trend_strength, rsi20, pct_fg",0.42770381908673666,-1422.5345784483902,0.005073483227783695,0.007387529707654434,5,0.9350521418651061
634,"pcr, iv_skew, trend_strength, fg, pct_fg",0.28382791126666734,-2088.3488947228816,0.004093724130749647,0.00010709273966011401,5,0.693200324341632
635,"pcr, iv_skew, iv_percentile_rank, relative_pcr, rsi20",0.22059934174904922,-5127.102269316839,0.001484045751590046,0.007969311729687774,5,0.3690039169080538
636,"pcr, iv_skew, iv_percentile_rank, relative_pcr, fg",0.12047586329673618,-5640.015880008615,0.003422430819229794,0.003190038866940208,5,0.46271894521971557
637,"pcr, iv_skew, iv_percentile_rank, relative_pcr, pct_fg",0.1320747661852758,-2111.881664687811,0.001299406629593723,0.0029483231734600576,5,0.2620154291446481
638,"pcr, iv_skew, iv_percentile_rank, rsi20, fg",0.12967877602111463,-8588.325969615615,0.007438525789238604,0.00010709273966011401,5,0.873531354944975
639,"pcr, iv_skew, iv_percentile_rank, rsi20, pct_fg",0.2455914368947656,-5033.177931090148,0.0018926586164615409,0.005272411890815124,5,0.4348572985409197
640,"pcr, iv_skew, iv_percentile_rank, fg, pct_fg",0.35151670426664183,-5454.945623316237,0.002720245495858771,0.0011902005855221982,5,0.6235412538525189
641,"pcr, iv_skew, relative_pcr, rsi20, fg",0.1628092823892993,-4441.680668321732,0.0071768493783182395,0.00010709273966011401,5,0.8804942202211232
642,"pcr, iv_skew, relative_pcr, rsi20, pct_fg",0.3578776140051586,-813.3645249223287,0.0012024059524161001,0.008358568850852384,5,0.4781182092467686
643,"pcr, iv_skew, relative_pcr, fg, pct_fg",0.28340483486591816,-1290.2921811413692,0.004423289230827499,0.00010709273966011401,5,0.725733757948668
644,"pcr, iv_skew, rsi20, fg, pct_fg",0.24526429239703568,-4479.9160682599195,0.003336801917506343,0.0035110450429631105,5,0.57894448414767
645,"pcr, normalized_vrp, pcr_zscore, vol_of_vol, trend_strength",0.0019217166242045131,-2035.8880782911042,0.005986182424297113,0.005603211438250048,5,0.6005399590539158
646,"pcr, normalized_vrp, pcr_zscore, vol_of_vol, iv_percentile_rank",0.13974974855142017,-5713.798580511916,0.001303949023105399,0.0033511714214366065,5,0.27014465086196005
647,"pcr, normalized_vrp, pcr_zscore, vol_of_vol, relative_pcr",-0.03740733079046628,-1608.0547303020373,0.0015588116046987334,0.001191311742539376,5,0.11847382967940705
648,"pcr, normalized_vrp, pcr_zscore, vol_of_vol, rsi20",-0.005387184553469341,-4270.80531108932,0.0010893619438013126,0.0044887148028598094,5,0.10354900982666192
649,"pcr, normalized_vrp, pcr_zscore, vol_of_vol, fg",0.23979511831611097,-5055.4039087788005,0.008764209362041848,0.0,5,1.1162160545202957
650,"pcr, normalized_vrp, pcr_zscore, vol_of_vol, pct_fg",-0.03850129457842013,-1478.5370826084616,0.0035795715284253366,0.012352904463190722,5,0.31945585826411355
651,"pcr, normalized_vrp, pcr_zscore, trend_strength, iv_percentile_rank",0.21339133812855712,-3101.3341384029295,0.0037240313494324084,0.0025035721361701627,5,0.585794473071798
652,"pcr, normalized_vrp, pcr_zscore, trend_strength, relative_pcr",0.25772332208242343,1215.354426010626,0.0026953538567736726,0.006257306054282467,5,0.5272587077597907
653,"pcr, normalized_vrp, pcr_zscore, trend_strength, rsi20",0.09474820450926066,-2484.509151765841,0.0033361803716323644,0.004229461614669143,5,0.42836624167249715
